symbol,ffmc
TATACHEM,159830267473.03
ANGELONE,158375256471.6
DEEPAKNTR,156851997150.0
PRESTIGE,156155657315.7
LAURUSLABS,151938343716.6
TORNTPOWER,151041033623.76
IPCALAB,150195434098.18
APOLLOTYRE,149373202095.42
SONATSOFTW,149260595113.06
COROMANDEL,145819002784.28
LTTS,144500153758.06
AIAENG,142612399440.0
IGL,140175160200.0
PAYTM,134623679480.61
SUNDRMFAST,134224749546.75
JKCEMENT,134021935896.0
NAVINFLUOR,133087740951.2
EXIDEIND,132717300000.0
KARURVYSYA,132385544862.29
RAMCOCEM,132191409067.2
CARBORUNIV,131489662150.04
DELHIVERY,128436927552.71
FLUOROCHEM,127777080600.0
INDUSTOWER,127740011430.0
GLAND,125621450710.56
BLUESTARCO,125262584997.48
POONAWALLA,125142857193.2
RADICO,124902689927.24
SYNGENE,123997506600.0
SCHAEFFLER,123948810310.0
PVRINOX,123675528916.08
GLENMARK,123452800772.34
UBL,122689806049.28
LINDEINDIA,122382860005.0
IIFL,120890296494.45
L&TFH,120411220737.99
EQUITASBNK,119500623065.57
AARTIIND,118031313796.0
BSOFT,116494863764.97
ABCAPITAL,115950930978.46
PEL,115261464648.0
CUB,114983183680.38
OIL,114817364143.32
IEX,114676144184.68
KAJARIACER,113575693678.2
INDIANB,112812058370.62
ELGIEQUIP,112586998478.26
UNOMINDA,111916379017.32
BIOCON,111588566400.0
ATUL,111330901198.35
IDEA,109042503819.2
THERMAX,107526645120.0
PATANJALI,107405320864.51
SKFINDIA,106883714213.87
BRIGADE,106490807721.41
BATAINDIA,106044860065.5
REDINGTON,104027521309.12
ESCORTS,103691568122.4
RVNL,102964547598.3
CRISIL,102783105909.0
MSUMI,102313279762.34
GRINDWELL,102072768000.0
OFSS,102010846672.61
JBCHEPHARM,101274845312.0
CHOLAHLDNG,100827765442.02
NATIONALUM,99399430628.33
BANKINDIA,97745779083.02
EMAMILTD,97721437500.0
TIMKEN,97299193365.7
KIMS,95876489937.48
CAMS,95004802538.4
IBULHSGFIN,93731358265.06
MANAPPURAM,92200442160.51
LALPATHLAB,90671973285.36
CREDITACC,89283211710.0
GESHIP,88609152310.46
RATNAMANI,87908405112.0
3MINDIA,87867546000.0
APARINDS,84704130889.95
FINCABLES,84457694489.35
NCC,84427786381.54
LAXMIMACH,84205542600.0
INDIAMART,83670911460.0
GSPL,83159114708.64
MEDANTA,81848877319.44
MANYAVAR,81575852689.5
PNBHOUSING,81006524976.0
NH,80296323123.26
HINDZINC,80188103982.0
AJANTPHARM,80149217792.81
HONAUT,78072858470.75
GICRE,77970799200.0
TANLA,77755851220.38
ABBOTINDIA,77569380090.0
GUJGASLTD,77314815914.06
ABFRL,77137174170.63
PPLPHARMA,76586790193.83
CESC,76070510266.41
BAYERCROP,75804246038.64
ARE&M,75650806500.0
ZFCVINDIA,74874537840.0
KEC,74311393348.5
NAM-INDIA,72901751104.0
GLAXO,72095819949.72
AAVAS,72087755865.55
KALYANKJIL,71971867198.7
KPRMILL,71832212100.0
SANOFI,71415425453.58
DEVYANI,71290376867.36
INTELLECT,71129434872.6
CASTROLIND,70689114856.14
POLYMED,70571860758.1
WELCORP,69603394070.0
NATCOPHARM,69449852092.5
SUVENPHAR,69382060605.23
360ONE,68767437127.06
AFFLE,68010998312.0
SJVN,67871492467.43
KANSAINER,67560323398.5
ZENSARTECH,67503434416.0
PRAJIND,66732033941.66
MGL,66452009316.17
GNFC,66122610389.78
HFCL,65862140314.76
RELAXO,65698502454.9
CANFINHOME,65431937025.0
CENTURYTEX,64308787760.0
KPIL,64119120655.92
BDL,63506953125.0
PFIZER,63504485437.14
MAZDOCK,62952995475.0
JYOTHYLAB,62607604967.42
MANKIND,61850855136.0
ASAHIINDIA,61586834018.85
HINDCOPPER,61401190149.9
APTUS,61370645667.01
HAPPSTMNDS,61025653256.36
ENDURANCE,60801516048.0
FINPIPE,60651617463.75
NSLNISP,60118448406.9
TEJASNET,59788603047.86
IRB,59278824000.0
ISEC,59060490755.0
RAYMOND,58917751935.0
LEMONTREE,58354893922.08
CIEINDIA,58148665146.56
FSL,57578412135.86
AWL,57565364772.66
SUNTV,57330445306.05
WESTLIFE,56753973464.0
TATAINVEST,56575407010.72
NBCC,56122200000.0
RAINBOW,55952804958.75
AMBER,55933278146.55
ECLERX,55919060996.4
JKLAKSHMI,55816795807.1
HUDCO,55752915000.0
NIACL,55471680000.0
CHAMBLFERT,55134221738.74
STARHEALTH,54142818955.64
EIDPARRY,53996857036.4
POWERINDIA,53930681437.5
GRANULES,52987618166.78
OLECTRA,52736873522.5
FACT,51895172314.8
GSFC,51881774406.0
EIHOTEL,51880212538.72
KAYNES,51002597491.2
GMMPFAUDLR,50900569012.8
VGUARD,50757598916.64
SUMICHEM,50700728134.2
RAJESHEXPO,50660703765.22
CRAFTSMAN,50505114614.4
GILLETTE,50283062983.13
JINDALSAW,50200117352.53
CEATLTD,49883296154.95
BEML,49399747012.5
SFL,48664071309.05
CERA,48401360091.0
SAPPHIRE,48357586913.88
USHAMART,47983421711.68
RHIM,47144275555.8
DCMSHRIRAM,47133558966.0
CGCL,47055607177.85
PCBL,46897652502.68
MAHABANK,46843286621.99
AEGISCHEM,46715292000.0
FIVESTAR,46706384882.85
TTML,46151933779.02
ENGINERSIN,46129627763.98
NLCINDIA,46080707790.29
CENTURYPLY,45580899541.91
TRIDENT,45313237817.64
CCL,45123070464.0
DATAPATTNS,44764781612.4
COCHINSHIP,44663026710.02
TRITURBINE,44593044863.29
KFINTECH,44232464499.99
BALRAMCHIN,44227872987.39
DEEPAKFERT,44024179090.5
VINATIORGA,44016412912.5
IRCON,43728338815.56
BLUEDART,43689058477.5
ASTERDM,43187899167.6
GODREJIND,43058950990.89
MOTILALOFS,43048987136.03
WHIRLPOOL,42803383646.25
ROUTE,42423244338.72
WELSPUNLIV,42176488205.6
APLLTD,42103821160.8
MTARTECH,42028966974.87
VIPIND,41989780045.45
VTL,41932659398.4
METROPOLIS,41465499343.0
MASTEK,41450646165.6
GPPL,40987969329.44
BIRLACORPN,40743529097.7
JMFINANCIL,40557635689.54
PGHL,40236901968.0
MAHLIFE,40130317765.2
SAFARI,39718148017.86
METROBRAND,39125615246.74
PNCINFRA,38716890781.8
CHALET,38520544366.98
HOMEFIRST,38313859544.1
JUBLPHARMA,38124259181.93
SYRMA,37960586914.56
NUVOCO,37261387130.18
KNRCON,37179776589.2
RENUKA,36856928909.27
SOBHA,36708190486.59
SWANENERGY,36330682261.5
GRAPHITE,36040349698.4
IDBI,35993666280.81
BLS,35179966661.34
RITES,34664989011.07
KSB,34564189092.0
ERIS,34515899180.0
JUBLINGREA,34396284123.63
FINEORG,34262523180.0
TV18BRDCST,34012905594.24
CHEMPLASTS,33938220059.1
IOB,33646293815.68
UTIAMC,33493363466.24
LATENTVIEW,33379501304.51
INFIBEAM,33301601383.6
CLEAN,33084179403.66
BCG,32928449123.61
CSBBANK,32574566306.66
GOCOLORS,32573034286.34
ALKYLAMINE,31869957306.78
ACI,31799874378.64
INDIACEM,31336185170.72
GPIL,31321725235.2
QUESS,30856500120.6
TEAMLEASE,30787700400.0
HEG,30635568842.56
NAZARA,30337512477.4
MINDACORP,30217248904.92
UJJIVANSFB,30186733437.34
TTKPRESTIG,30158598866.45
BIKAJI,30032426424.0
CENTRALBK,29532555947.66
JKPAPER,29417564047.32
GODFRYPHLP,29334553712.64
RAIN,29281582122.38
PRINCEPIPE,29085303052.53
SUPRAJIT,28982218137.54
ITI,28970741180.7
TRIVENI,28949037370.03
GALAXYSURF,28850949892.48
ALOKINDS,28426001295.73
VIJAYA,28180403069.36
RTNINDIA,28163742937.0
SAREGAMA,27965281239.09
GAEL,27726641397.0
MAPMYINDIA,26826317835.46
EPL,26731116919.55
STLTECH,26343355923.95
SHOPERSTOP,25902690784.74
RBA,25817662504.06
JBMA,25194621010.48
MEDPLUS,25130789546.24
MHRIL,25080416957.34
SWSOLAR,25058275654.32
ORIENTELEC,25002216044.82
DELTACORP,24777395147.6
KRBL,24593074445.94
INGERRAND,24465200000.0
UCOBANK,24330374888.16
BALAMINES,24267052960.0
RALLIS,24089250342.08
BBTC,23931761700.0
GRINFRA,23804834262.0
SHYAMMETL,23572516539.46
ANURAS,23502174259.2
SUNTECK,23046137244.82
MRPL,22696154162.15
VAIBHAVGBL,22298205568.72
PRSMJOHNSN,21926212624.8
RCF,21764095545.0
CAMPUS,21738484475.99
AETHER,21718892432.14
NETWORK18,21533637138.79
JAMNAAUTO,21330925121.4
ZYDUSWELL,21057021828.19
LXCHEM,20964028447.62
ALLCARGO,20660536613.16
VARROC,20309132220.0
EASEMYTRIP,20273030690.23
VMART,20267085300.0
BORORENEW,20246419701.27
FDC,19642222584.18
CONCORDBIO,19384336439.16
SPARC,19136063434.82
JUSTDIAL,17553264341.08
AVANTIFEED,15737323984.41
POLYPLEX,15415707959.57
AARTIDRUGS,15242363325.0
INDIGOPNTS,14697596159.86
ROSSARI,14458736604.16
SYMPHONY,13831601931.0
GUJALKALI,13396412140.8
GLS,13191397864.69
EPIGRAL,11175953748.05
LUXIND,10281507733.9
HLEGLAS,10217245449.4
SHARDACROP,9726897117.19
MMTC,9045000000.0
